"Date","Close","month","month_mean","sd","Lower_bound","Upper_bound"
2001-01-02,53.4375,2001-01-01,62.9175596691313,4.04602077231971,54.8255181244919,71.0096012137707
2001-01-03,62.4375,2001-01-01,62.9175596691313,4.04602077231971,54.8255181244919,71.0096012137707
2001-01-04,61.3125,2001-01-01,62.9175596691313,4.04602077231971,54.8255181244919,71.0096012137707
2001-01-05,56.625,2001-01-01,62.9175596691313,4.04602077231971,54.8255181244919,71.0096012137707
2001-01-08,57.25,2001-01-01,62.9175596691313,4.04602077231971,54.8255181244919,71.0096012137707
2001-01-09,57.25,2001-01-01,62.9175596691313,4.04602077231971,54.8255181244919,71.0096012137707
2001-01-10,60.1875,2001-01-01,62.9175596691313,4.04602077231971,54.8255181244919,71.0096012137707
2001-01-11,61.9375,2001-01-01,62.9175596691313,4.04602077231971,54.8255181244919,71.0096012137707
2001-01-12,62.734375,2001-01-01,62.9175596691313,4.04602077231971,54.8255181244919,71.0096012137707
2001-01-16,61.984375,2001-01-01,62.9175596691313,4.04602077231971,54.8255181244919,71.0096012137707
2001-01-17,63.875,2001-01-01,62.9175596691313,4.04602077231971,54.8255181244919,71.0096012137707
2001-01-18,66.5625,2001-01-01,62.9175596691313,4.04602077231971,54.8255181244919,71.0096012137707
2001-01-19,66.3125,2001-01-01,62.9175596691313,4.04602077231971,54.8255181244919,71.0096012137707
2001-01-22,66.375,2001-01-01,62.9175596691313,4.04602077231971,54.8255181244919,71.0096012137707
2001-01-23,67.765625,2001-01-01,62.9175596691313,4.04602077231971,54.8255181244919,71.0096012137707
2001-01-24,67.125,2001-01-01,62.9175596691313,4.04602077231971,54.8255181244919,71.0096012137707
2001-01-25,64.5,2001-01-01,62.9175596691313,4.04602077231971,54.8255181244919,71.0096012137707
2001-01-26,65.546875,2001-01-01,62.9175596691313,4.04602077231971,54.8255181244919,71.0096012137707
2001-01-29,67,2001-01-01,62.9175596691313,4.04602077231971,54.8255181244919,71.0096012137707
2001-01-30,66.75,2001-01-01,62.9175596691313,4.04602077231971,54.8255181244919,71.0096012137707
2001-01-31,64.3000030517578,2001-01-01,62.9175596691313,4.04602077231971,54.8255181244919,71.0096012137707
2001-02-01,65.1500015258789,2001-02-01,56.0089478743704,4.887929277671,46.2330893190284,65.7848064297124
2001-02-02,61.5499992370605,2001-02-01,56.0089478743704,4.887929277671,46.2330893190284,65.7848064297124
2001-02-05,61.5,2001-02-01,56.0089478743704,4.887929277671,46.2330893190284,65.7848064297124
2001-02-06,61.5999984741211,2001-02-01,56.0089478743704,4.887929277671,46.2330893190284,65.7848064297124
2001-02-07,60.5999984741211,2001-02-01,56.0089478743704,4.887929277671,46.2330893190284,65.7848064297124
2001-02-08,58.7900009155273,2001-02-01,56.0089478743704,4.887929277671,46.2330893190284,65.7848064297124
2001-02-09,56.4000015258789,2001-02-01,56.0089478743704,4.887929277671,46.2330893190284,65.7848064297124
2001-02-12,57.0800018310547,2001-02-01,56.0089478743704,4.887929277671,46.2330893190284,65.7848064297124
2001-02-13,55.25,2001-02-01,56.0089478743704,4.887929277671,46.2330893190284,65.7848064297124
2001-02-14,57.4500007629395,2001-02-01,56.0089478743704,4.887929277671,46.2330893190284,65.7848064297124
2001-02-15,58.4000015258789,2001-02-01,56.0089478743704,4.887929277671,46.2330893190284,65.7848064297124
2001-02-16,55.1300010681152,2001-02-01,56.0089478743704,4.887929277671,46.2330893190284,65.7848064297124
2001-02-20,52.9900016784668,2001-02-01,56.0089478743704,4.887929277671,46.2330893190284,65.7848064297124
2001-02-21,51.5,2001-02-01,56.0089478743704,4.887929277671,46.2330893190284,65.7848064297124
2001-02-22,51,2001-02-01,56.0089478743704,4.887929277671,46.2330893190284,65.7848064297124
2001-02-23,51.1800003051758,2001-02-01,56.0089478743704,4.887929277671,46.2330893190284,65.7848064297124
2001-02-26,52.1500015258789,2001-02-01,56.0089478743704,4.887929277671,46.2330893190284,65.7848064297124
2001-02-27,49,2001-02-01,56.0089478743704,4.887929277671,46.2330893190284,65.7848064297124
2001-02-28,47.4500007629395,2001-02-01,56.0089478743704,4.887929277671,46.2330893190284,65.7848064297124
2001-03-01,48.7999992370605,2001-03-01,43.7154544483532,3.37011597649148,36.9752224953702,50.4556864013361
2001-03-02,46.7000007629395,2001-03-01,43.7154544483532,3.37011597649148,36.9752224953702,50.4556864013361
2001-03-05,47.5499992370605,2001-03-01,43.7154544483532,3.37011597649148,36.9752224953702,50.4556864013361
2001-03-06,49.4000015258789,2001-03-01,43.7154544483532,3.37011597649148,36.9752224953702,50.4556864013361
2001-03-07,49.4199981689453,2001-03-01,43.7154544483532,3.37011597649148,36.9752224953702,50.4556864013361
2001-03-08,48.5,2001-03-01,43.7154544483532,3.37011597649148,36.9752224953702,50.4556864013361
2001-03-09,45.0999984741211,2001-03-01,43.7154544483532,3.37011597649148,36.9752224953702,50.4556864013361
2001-03-12,42.2999992370605,2001-03-01,43.7154544483532,3.37011597649148,36.9752224953702,50.4556864013361
2001-03-13,44.4500007629395,2001-03-01,43.7154544483532,3.37011597649148,36.9752224953702,50.4556864013361
2001-03-14,43.75,2001-03-01,43.7154544483532,3.37011597649148,36.9752224953702,50.4556864013361
2001-03-15,42.1500015258789,2001-03-01,43.7154544483532,3.37011597649148,36.9752224953702,50.4556864013361
2001-03-16,41.2000007629395,2001-03-01,43.7154544483532,3.37011597649148,36.9752224953702,50.4556864013361
2001-03-19,43.2599983215332,2001-03-01,43.7154544483532,3.37011597649148,36.9752224953702,50.4556864013361
2001-03-20,40.3499984741211,2001-03-01,43.7154544483532,3.37011597649148,36.9752224953702,50.4556864013361
2001-03-21,40.3499984741211,2001-03-01,43.7154544483532,3.37011597649148,36.9752224953702,50.4556864013361
2001-03-22,42.7999992370605,2001-03-01,43.7154544483532,3.37011597649148,36.9752224953702,50.4556864013361
2001-03-23,42.7999992370605,2001-03-01,43.7154544483532,3.37011597649148,36.9752224953702,50.4556864013361
2001-03-26,41.810001373291,2001-03-01,43.7154544483532,3.37011597649148,36.9752224953702,50.4556864013361
2001-03-27,43.25,2001-03-01,43.7154544483532,3.37011597649148,36.9752224953702,50.4556864013361
2001-03-28,39.7000007629395,2001-03-01,43.7154544483532,3.37011597649148,36.9752224953702,50.4556864013361
2001-03-29,38.9500007629395,2001-03-01,43.7154544483532,3.37011597649148,36.9752224953702,50.4556864013361
2001-03-30,39.1500015258789,2001-03-01,43.7154544483532,3.37011597649148,36.9752224953702,50.4556864013361
2001-04-02,37.4000015258789,2001-04-01,41.6785001754761,4.46270788437082,32.7530844067344,50.6039159442177
2001-04-03,34.6599998474121,2001-04-01,41.6785001754761,4.46270788437082,32.7530844067344,50.6039159442177
2001-04-04,34.0499992370605,2001-04-01,41.6785001754761,4.46270788437082,32.7530844067344,50.6039159442177
2001-04-05,37.310001373291,2001-04-01,41.6785001754761,4.46270788437082,32.7530844067344,50.6039159442177
2001-04-06,35.9500007629395,2001-04-01,41.6785001754761,4.46270788437082,32.7530844067344,50.6039159442177
2001-04-09,37.0499992370605,2001-04-01,41.6785001754761,4.46270788437082,32.7530844067344,50.6039159442177
2001-04-10,39.7999992370605,2001-04-01,41.6785001754761,4.46270788437082,32.7530844067344,50.6039159442177
2001-04-11,41,2001-04-01,41.6785001754761,4.46270788437082,32.7530844067344,50.6039159442177
2001-04-12,42.7999992370605,2001-04-01,41.6785001754761,4.46270788437082,32.7530844067344,50.6039159442177
2001-04-16,40.25,2001-04-01,41.6785001754761,4.46270788437082,32.7530844067344,50.6039159442177
2001-04-17,41.25,2001-04-01,41.6785001754761,4.46270788437082,32.7530844067344,50.6039159442177
2001-04-18,45.5499992370605,2001-04-01,41.6785001754761,4.46270788437082,32.7530844067344,50.6039159442177
2001-04-19,48.2999992370605,2001-04-01,41.6785001754761,4.46270788437082,32.7530844067344,50.6039159442177
2001-04-20,48.4000015258789,2001-04-01,41.6785001754761,4.46270788437082,32.7530844067344,50.6039159442177
2001-04-23,45.1500015258789,2001-04-01,41.6785001754761,4.46270788437082,32.7530844067344,50.6039159442177
2001-04-24,44.2999992370605,2001-04-01,41.6785001754761,4.46270788437082,32.7530844067344,50.6039159442177
2001-04-25,45.0999984741211,2001-04-01,41.6785001754761,4.46270788437082,32.7530844067344,50.6039159442177
2001-04-26,43.9500007629395,2001-04-01,41.6785001754761,4.46270788437082,32.7530844067344,50.6039159442177
2001-04-27,45.1500015258789,2001-04-01,41.6785001754761,4.46270788437082,32.7530844067344,50.6039159442177
